CODE,TICKER,EXCHANGE,BUYQTY,BUYVALUE,SELLQTY,SELLVALUE,CARRYQTY,CARRYVALUE,NETQTY,CLOSPRICE
OWN,OPT_SENSEX_20250513_PE_8130000,BSEFNO,0,0,0,0,-2540,-297815.0,-2540,-2540
OWN,OPT_SENSEX_20250513_CE_8140000,BSEFNO,0,0,0,0,-2100,-2505825.0,-2100,-2100
OWN,OPT_SENSEX_20250513_PE_8140000,BSEFNO,0,0,0,0,-3160,-420122.0,-3160,-3160
OWN,OPT_SENSEX_20250513_CE_8150000,BSEFNO,0,0,0,0,-1080,-1191564.0,-1080,-1080
OWN,OPT_SENSEX_20250513_PE_8150000,BSEFNO,0,0,0,0,-1900,-279015.0,-1900,-1900
OWN,OPT_SENSEX_20250513_CE_8160000,BSEFNO,0,0,0,0,-2060,-2152700.0,-2060,-2060
OWN,OPT_SENSEX_20250513_PE_8160000,BSEFNO,0,0,0,0,-3280,-545628.0,-3280,-3280
OWN,OPT_SENSEX_20250513_CE_8170000,BSEFNO,0,0,0,0,-1160,-1104436.0,-1160,-1160
OWN,OPT_SENSEX_20250513_PE_8170000,BSEFNO,0,0,0,0,-3160,-590130.0,-3160,-3160
OWN,OPT_SENSEX_20250513_CE_8180000,BSEFNO,0,0,0,0,-2260,-1968121.0,-2260,-2260
OWN,OPT_SENSEX_20250513_PE_8180000,BSEFNO,0,0,0,0,-2840,-591572.0,-2840,-2840
OWN,OPT_SENSEX_20250513_CE_8190000,BSEFNO,0,0,0,0,-3300,-2623170.0,-3300,-3300
OWN,OPT_SENSEX_20250513_PE_8190000,BSEFNO,0,0,0,0,-1300,-302835.0,-1300,-1300
OWN,OPT_SENSEX_20250513_CE_8200000,BSEFNO,0,0,0,0,-2920,-2120358.0,-2920,-2920
OWN,OPT_SENSEX_20250513_PE_8200000,BSEFNO,0,0,0,0,100,25880.0,100,100
OWN,OPT_SENSEX_20250513_CE_8210000,BSEFNO,0,0,0,0,-3360,-2181984.0,-3360,-3360
OWN,OPT_SENSEX_20250513_PE_8210000,BSEFNO,0,0,0,0,-600,-174060.0,-600,-600
